texts,labels,target,target_index,
"Hello girls !!! I hope everyone is doing well . I continue to fly through Taxol so far with very little side effects . I have noticed some sensitivity in my fingertips , weird taste buds day 1 and 2 , joint and bone pain day 3 and half of 4 but that is IT !!!! No nausea , no dead tired crap like with AC .",1,light,175,
"Yahoo Cathy , so glad that you are done .",1,ride,29,
Maureen ... so sorry you are dealing with that .,1,light,36,
"Tundra so sorry to hear about your BC diagnosis . It is sureal when you are first diagnosed , I remember feeling like I was in a bubble all by myself while the rest of the world just carried on around me .",1,road,148,
Hi June Chemo Buddies ... I begin 1st tx of Taxotere and Cytoxan this morning . I have decided to refer to it as my friendly juice fighting off the foe .,1,ride,104,
"Dear Cool Breeze , I definitely tell people about my cancer because I want them to know that it is not a death sentence .",1,road,67,
"I had my fifth treatment today and am tired , my arm hurts and my breast is pink , the onc says I am large breasted and fair haired so will have more issues , he also likes to see the red , says it is working .",1,road,196,
"Hi everyone - I was diagnosed with high grade DCIS back in November and have since had a partial masectomy and reduction . My biopsy came back with no invasive cancer , thankfully , but I did have one margin that was not clean .",1,light,130,
"Hi Robinlbe , Im so sorry about unclear margins . Your story sounds similar to mine , I had MRI before my lumpectomy but it did not show anything .",1,road,69,
"Maria , Another thing to think about is your age , and do you have young children .",1,road,56,
"jkwick74 . . that was such an amazing movie , my husband and I watched it and showed it to our families ... so inspiring .",1,road,105,
Hi ladies - I 'm will have treatment # 7 tomorrow of Navelbine / Herceptin .,1,ride,42,
Denise - I have brain mets but have n't done WBR yet so I do n't know about that part . It do know that brain mets threw a whole new level of terror in the battle for me .,1,light,106,
Hi Libby . I was in the same boat as you about a year ago .,1,boat,8,
WOW I was suppoesd to get Taxol after my four rounds of AC but had a bad reaction twice during the first treatment and was swithced to Taxotere .,1,ride,96,
"Mary Beth , I am in utter shock ! I met you in Vegas and you were the light of her life .",1,light,18,
The same thing happened to my cousin - her husband cheated on her during her chemo 10 years ago .,1,road,60,
"I 'm glad LML wrote the above post . I 'm afraid this post may be a bit long . I had a wire localization & lumpectomy two weeks ago & had a similar experience . I 'm no wimp , but I agree with LML that they should have started the Versed IV before the wire localization or at least given me oral valium . They used standard mammography to guide the wire , except that I was allowed to sit , instead of standing like you do with screening mammograms .",1,road,331,
MBCR ... wow ... done with that daily trip to rad land . Cheers to you . My side effects lasted a long time after I was done and I pray yours do not . Hope you have a great time here at the lounge .,0,ride,154,
"Beanius - I am pre-celebrating with you ! Happy , happy birthday on Monday .",1,ride,56,
"Well , my chemo was supposed to be today but got rescheduled for monday , elevated blood count and fever 99 :-LRB- I was happy and sad , wanted to get this show on the road and yet soooo terrified .",1,road,35,
I had a left mastectomy in Jan. ' 10 . My bone mets were found thru scans after the surgery . I began radiation in February - 38 treatments .,1,road,110,
"I think trying to look forward and keep positive helps . I remember words at the beginning of this last summer : My surgeon saying I would eventually die of something but not breast cancer -LRB- lets hope that 's true !! -RRB- , the oncology nurse saying this is a bump in the road but keep making plans , a fellow BC survivor a few years out saying if this was the worst illness she has to deal with she knows she handled it well .",1,road,54,
"Wow , that 's a big pain in the back ! So glad you road this out where others may have lept .",1,road,14,
"This is an interesting thread , especially in light of the recent revelation that the number of bilateral mastectomies has increased dramatically over the last years with women with a first episode of breast cancer , prophylactically removing the remaining breast .",1,light,8,
"Cheyanne , where do you live in TX ? I lived in Kerrville at one point in my life . The hill country is beautiful . Definitely big spaces to travel out there -- but as swimangel said , people travel for this surgery all the time .",1,road,128,
"Survivor98 , Congratulations on doing so well overall , and for a gem of an oncologist .",1,road,57,
Keep in mind that my saline experience was from the TE but I would say there is a definate difference between the two .,1,boat,109,
How about this : 5/10 arrive at hospital 6AM for lumpectomy . They take me to pre op and get the IV in . Lay around and wait . Then they take me to Radiology for the needle locator at 8 .,1,lights,150,
"Hi from NE Oklahoma , been lurking here lately . I was diagnosed with breast cancer in the left in November 06 and changed surgeons only to be diagnosed Janurary 07 with a tumor twice as large and this one was invasive in the right after she ordered an MRI .",1,road,120,
"to think about giving up the fight when everyone does n't think it 's time yet . i 've been thinking about this alot since last episode in hospital . i just ca n't bear the pain and feeling sick all the time . i 'm nauseaous , have chills , low fever and just want to stay in bed and sleep .",0,ride,232,
"after reading all the post here I wanted to say that I was treated with radioactive iodine 2 different times in 1990 for Graves disease . Since then a couple years ago I developed a kidney stone found out it was caused from a bad parathyroid gland and had it have it removed and was told the RAI could have caused this and then in 2007 , shortly there after came up with breast cancer and once again have read that the RAI may have caused that also .",1,road,187,
"wherria , My Onc said they stick with 4 because thats what the trials have been with , and that my group does n't want to find out down the road that the toxicity was more with 6 but survival the same between 4 and 6 .",1,road,30,
Vanya - there really is a light .,1,light,6,
I did not burn that much untill the end of my treatment . The skin under my breast got really red and looked nasty . It hurt to ware cloths and it hurt not too . It took about 3 weeks after my treatment was over for my breast to finally to start to feel better .,0,spice,174,
"Kay , that sucks to get such news .",1,boat,14,
Off to the chemo lounge - hoping to dodge some chemo pellets this week .,1,light,53,
"Connie , I did n't get rads but I have new masses now too . I 'm one year out of surgery and these are definitely new .",1,train,64,
